"pid","tpc","qn","ans"
1335,"Addiction","how-often-talk-family","7"
1335,"Addiction","important","7"
1335,"Addiction","interesting","7"
1335,"Addiction","learn-more","7"
1335,"Addiction","understandable","7"
1335,"Politics","controversial","7"
1335,"Politics","familiar","5"
1335,"Politics","heard-of-last-week","yes"
1335,"Politics","how-often-talk-colleagues","4"
1335,"Politics","how-often-talk-family","5"
1335,"Politics","important","6"
1335,"Politics","interesting","6"
1335,"Politics","learn-more","4"
1335,"Politics","understandable","6"
1335,"AI","controversial","7"
1335,"AI","familiar","5"
1335,"AI","heard-of-last-week","yes"
1335,"AI","how-often-talk-colleagues","6"
1335,"AI","how-often-talk-family","4"
1335,"AI","important","3"
1335,"AI","interesting","5"
1335,"AI","learn-more","5"
1335,"AI","understandable","4"
1335,"Neuroscience","controversial","4"
1335,"Neuroscience","familiar","3"
1335,"Neuroscience","heard-of-last-week","no"
1335,"Neuroscience","how-often-talk-colleagues","3"
1335,"Neuroscience","how-often-talk-family","3"
1335,"Neuroscience","important","7"
1335,"Neuroscience","interesting","3"
1335,"Neuroscience","learn-more","4"
1335,"Neuroscience","understandable","3"
1336,"Self-control","controversial","5"
1336,"Self-control","familiar","4"
1336,"Self-control","heard-of-last-week","yes"
1336,"Self-control","how-often-talk-colleagues","2"
1336,"Self-control","how-often-talk-family","1"
1336,"Self-control","important","7"
1336,"Self-control","interesting","6"
1336,"Self-control","learn-more","7"
1336,"Self-control","understandable","7"
1336,"Socioeconomic Inequality","controversial","5"
1336,"Socioeconomic Inequality","familiar","7"
1336,"Socioeconomic Inequality","heard-of-last-week","yes"
1336,"Socioeconomic Inequality","how-often-talk-colleagues","5"
1336,"Socioeconomic Inequality","how-often-talk-family","6"
1336,"Socioeconomic Inequality","important","7"
1336,"Socioeconomic Inequality","interesting","7"
1336,"Socioeconomic Inequality","learn-more","7"
1336,"Socioeconomic Inequality","understandable","6"
1336,"Politics","controversial","7"
1336,"Politics","familiar","6"
1336,"Politics","heard-of-last-week","yes"
1336,"Politics","how-often-talk-colleagues","7"
1336,"Politics","how-often-talk-family","5"
1336,"Politics","important","7"
1336,"Politics","interesting","7"
1336,"Politics","learn-more","7"
1336,"Politics","understandable","5"
1336,"Cognitive Skills","controversial","3"
1336,"Cognitive Skills","familiar","4"
1336,"Cognitive Skills","heard-of-last-week","no"
1336,"Cognitive Skills","how-often-talk-colleagues","2"
1336,"Cognitive Skills","how-often-talk-family","2"
1336,"Cognitive Skills","important","6"
1336,"Cognitive Skills","interesting","7"
1336,"Cognitive Skills","learn-more","6"
1336,"Cognitive Skills","understandable","6"
1336,"Sports","controversial","2"
1336,"Sports","familiar","7"
1336,"Sports","heard-of-last-week","yes"
1336,"Sports","how-often-talk-colleagues","6"
1336,"Sports","how-often-talk-family","4"
1336,"Sports","important","3"
1336,"Sports","interesting","4"
1336,"Sports","learn-more","3"
1336,"Sports","understandable","7"
1336,"Addiction","controversial","5"
1336,"Addiction","familiar","5"
1336,"Addiction","heard-of-last-week","yes"
1336,"Addiction","how-often-talk-colleagues","2"
1336,"Addiction","how-often-talk-family","1"
1336,"Addiction","important","7"
1336,"Addiction","interesting","7"
1336,"Addiction","learn-more","7"
1336,"Addiction","understandable","4"
1336,"Gender Inequality","controversial","6"
1336,"Gender Inequality","familiar","6"
1336,"Gender Inequality","heard-of-last-week","yes"
1336,"Gender Inequality","how-often-talk-colleagues","4"
1336,"Gender Inequality","how-often-talk-family","3"
1336,"Gender Inequality","important","7"
1336,"Gender Inequality","interesting","5"
1336,"Gender Inequality","learn-more","7"
1336,"Gender Inequality","understandable","7"
1336,"AI","controversial","5"
1336,"AI","familiar","6"
1336,"AI","heard-of-last-week","yes"
1336,"AI","how-often-talk-colleagues","6"
1336,"AI","how-often-talk-family","3"
1336,"AI","important","7"
1336,"AI","interesting","7"
1336,"AI","learn-more","7"
1336,"AI","understandable","3"
1336,"Health","controversial","2"
1336,"Health","familiar","7"
1336,"Health","heard-of-last-week","yes"
1336,"Health","how-often-talk-colleagues","3"
1336,"Health","how-often-talk-family","4"
1336,"Health","important","6"
1336,"Health","interesting","5"
1336,"Health","learn-more","6"
1336,"Health","understandable","5"
1336,"Neuroscience","controversial","2"
1336,"Neuroscience","familiar","3"
1336,"Neuroscience","heard-of-last-week","no"
1336,"Neuroscience","how-often-talk-colleagues","1"
1336,"Neuroscience","how-often-talk-family","1"
1336,"Neuroscience","important","7"
1336,"Neuroscience","interesting","6"
1336,"Neuroscience","learn-more","7"
1336,"Neuroscience","understandable","1"
1336,"Environment","controversial","5"
1336,"Environment","familiar","5"
1336,"Environment","heard-of-last-week","yes"
1336,"Environment","how-often-talk-colleagues","4"
1336,"Environment","how-often-talk-family","1"
1336,"Environment","important","7"
1336,"Environment","interesting","6"
1336,"Environment","learn-more","5"
1336,"Environment","understandable","4"
1336,"Covid","controversial","7"
1336,"Covid","familiar","7"
1336,"Covid","heard-of-last-week","yes"
1336,"Covid","how-often-talk-colleagues","3"
1336,"Covid","how-often-talk-family","4"
1336,"Covid","important","6"
1336,"Covid","interesting","4"
1336,"Covid","learn-more","5"
1336,"Covid","understandable","4"
1337,"AI","controversial","3"
1337,"AI","familiar","5"
1337,"AI","heard-of-last-week","yes"
1337,"AI","how-often-talk-colleagues","5"
1337,"AI","how-often-talk-family","1"
1337,"AI","important","6"
1337,"AI","interesting","6"
1337,"AI","learn-more","7"
1337,"AI","understandable","3"
1337,"Socioeconomic Inequality","controversial","3"
1337,"Socioeconomic Inequality","familiar","7"
1337,"Socioeconomic Inequality","heard-of-last-week","yes"
1337,"Socioeconomic Inequality","how-often-talk-colleagues","5"
1337,"Socioeconomic Inequality","how-often-talk-family","5"
1337,"Socioeconomic Inequality","important","7"
1337,"Socioeconomic Inequality","interesting","5"
1337,"Socioeconomic Inequality","learn-more","6"
1337,"Socioeconomic Inequality","understandable","6"
1337,"Covid","controversial","5"
1337,"Covid","familiar","6"
1337,"Covid","heard-of-last-week","yes"
1337,"Covid","how-often-talk-colleagues","5"
1337,"Covid","how-often-talk-family","6"
1337,"Covid","important","5"
1337,"Covid","interesting","4"
1337,"Covid","learn-more","4"
1337,"Covid","understandable","5"
1337,"Gender Inequality","controversial","4"
1337,"Gender Inequality","familiar","2"
1337,"Gender Inequality","heard-of-last-week","yes"
1337,"Gender Inequality","how-often-talk-colleagues","2"
1337,"Gender Inequality","how-often-talk-family","1"
1337,"Gender Inequality","important","5"
1337,"Gender Inequality","interesting","2"
1337,"Gender Inequality","learn-more","2"
1337,"Gender Inequality","understandable","2"
1337,"Sports","controversial","3"
1337,"Sports","familiar","7"
1337,"Sports","heard-of-last-week","yes"
1337,"Sports","how-often-talk-colleagues","7"
1337,"Sports","how-often-talk-family","7"
1337,"Sports","important","5"
1337,"Sports","interesting","7"
1337,"Sports","learn-more","7"
1337,"Sports","understandable","7"
1337,"Cognitive Skills","controversial","3"
1337,"Cognitive Skills","familiar","6"
1337,"Cognitive Skills","heard-of-last-week","yes"
1337,"Cognitive Skills","how-often-talk-colleagues","6"
1337,"Cognitive Skills","how-often-talk-family","6"
1337,"Cognitive Skills","important","5"
1337,"Cognitive Skills","interesting","5"
1337,"Cognitive Skills","learn-more","5"
1337,"Cognitive Skills","understandable","5"
1337,"Environment","controversial","5"
1337,"Environment","familiar","5"
1337,"Environment","heard-of-last-week","yes"
1337,"Environment","how-often-talk-colleagues","3"
1337,"Environment","how-often-talk-family","5"
1337,"Environment","important","5"
1337,"Environment","interesting","5"
1337,"Environment","learn-more","5"
1337,"Environment","understandable","6"
1337,"Neuroscience","controversial","4"
1337,"Neuroscience","familiar","2"
1337,"Neuroscience","heard-of-last-week","yes"
1337,"Neuroscience","how-often-talk-colleagues","2"
1337,"Neuroscience","how-often-talk-family","1"
1337,"Neuroscience","important","5"
1337,"Neuroscience","interesting","3"
1337,"Neuroscience","learn-more","2"
1337,"Neuroscience","understandable","2"
1337,"Self-control","controversial","5"
1337,"Self-control","familiar","5"
1337,"Self-control","heard-of-last-week","yes"
1337,"Self-control","how-often-talk-colleagues","7"
1337,"Self-control","how-often-talk-family","7"
1337,"Self-control","important","5"
1337,"Self-control","interesting","6"
1337,"Self-control","learn-more","3"
1337,"Self-control","understandable","3"
1337,"Politics","controversial","6"
1337,"Politics","familiar","6"
1337,"Politics","heard-of-last-week","yes"
1337,"Politics","how-often-talk-colleagues","6"
1337,"Politics","how-often-talk-family","5"
1337,"Politics","important","6"
1337,"Politics","interesting","6"
1337,"Politics","learn-more","5"
1337,"Politics","understandable","7"
1337,"Health","controversial","5"
1337,"Health","familiar","5"
1337,"Health","heard-of-last-week","yes"
1337,"Health","how-often-talk-colleagues","6"
1337,"Health","how-often-talk-family","4"
1337,"Health","important","5"
1337,"Health","interesting","6"
1337,"Health","learn-more","3"
1337,"Health","understandable","6"
1337,"Addiction","controversial","5"
1337,"Addiction","familiar","6"
1337,"Addiction","heard-of-last-week","yes"
1337,"Addiction","how-often-talk-colleagues","3"
1337,"Addiction","how-often-talk-family","5"
1337,"Addiction","important","4"
1337,"Addiction","interesting","6"
1337,"Addiction","learn-more","4"
1337,"Addiction","understandable","5"
1339,"Covid","controversial","2"
1339,"Covid","familiar","3"
1339,"Covid","heard-of-last-week","no"
1339,"Covid","how-often-talk-colleagues","3"
1339,"Covid","how-often-talk-family","4"
1339,"Covid","important","6"
1339,"Covid","interesting","4"
1339,"Covid","learn-more","2"
1339,"Covid","understandable","5"
1339,"Environment","controversial","2"
1339,"Environment","familiar","4"
1339,"Environment","heard-of-last-week","no"
1339,"Environment","how-often-talk-colleagues","1"
1339,"Environment","how-often-talk-family","2"
1339,"Environment","important","5"
1339,"Environment","interesting","6"
1339,"Environment","learn-more","5"
1339,"Environment","understandable","3"
1339,"AI","controversial","6"
1339,"AI","familiar","7"
1339,"AI","heard-of-last-week","yes"
1339,"AI","how-often-talk-colleagues","3"
1339,"AI","how-often-talk-family","4"
1339,"AI","important","6"
1339,"AI","interesting","6"
1339,"AI","learn-more","7"
1339,"AI","understandable","6"
1339,"Addiction","controversial","3"
1339,"Addiction","familiar","2"
1339,"Addiction","heard-of-last-week","no"
1339,"Addiction","how-often-talk-colleagues","3"
1339,"Addiction","how-often-talk-family","3"
1339,"Addiction","important","6"
1339,"Addiction","interesting","3"
1339,"Addiction","learn-more","4"
1339,"Addiction","understandable","6"
1339,"Sports","controversial","1"
1339,"Sports","familiar","4"
1339,"Sports","heard-of-last-week","no"
1339,"Sports","how-often-talk-colleagues","2"
1339,"Sports","how-often-talk-family","4"
1339,"Sports","important","1"
1339,"Sports","interesting","3"
1339,"Sports","learn-more","4"
1339,"Sports","understandable","3"
1339,"Neuroscience","controversial","1"
1339,"Neuroscience","familiar","1"
1339,"Neuroscience","heard-of-last-week","no"
1339,"Neuroscience","how-often-talk-colleagues","1"
1339,"Neuroscience","how-often-talk-family","1"
1339,"Neuroscience","important","2"
1339,"Neuroscience","interesting","3"
1339,"Neuroscience","learn-more","3"
1339,"Neuroscience","understandable","2"
1339,"Gender Inequality","controversial","7"
1339,"Gender Inequality","familiar","3"
1339,"Gender Inequality","heard-of-last-week","yes"
1339,"Gender Inequality","how-often-talk-colleagues","3"
1339,"Gender Inequality","how-often-talk-family","5"
1339,"Gender Inequality","important","2"
1339,"Gender Inequality","interesting","3"
1339,"Gender Inequality","learn-more","1"
1339,"Gender Inequality","understandable","3"
1339,"Politics","controversial","3"
1339,"Politics","familiar","2"
1339,"Politics","heard-of-last-week","no"
1339,"Politics","how-often-talk-colleagues","3"
1339,"Politics","how-often-talk-family","3"
1339,"Politics","important","6"
1339,"Politics","interesting","5"
1339,"Politics","learn-more","6"
1339,"Politics","understandable","4"
1339,"Health","controversial","1"
1339,"Health","familiar","3"
1339,"Health","heard-of-last-week","yes"
1339,"Health","how-often-talk-colleagues","4"
1339,"Health","how-often-talk-family","4"
1339,"Health","important","6"
1339,"Health","interesting","4"
1339,"Health","learn-more","6"
1339,"Health","understandable","5"
1339,"Socioeconomic Inequality","controversial","4"
1339,"Socioeconomic Inequality","familiar","4"
1339,"Socioeconomic Inequality","heard-of-last-week","no"
1339,"Socioeconomic Inequality","how-often-talk-colleagues","4"
1339,"Socioeconomic Inequality","how-often-talk-family","5"
1339,"Socioeconomic Inequality","important","5"
1339,"Socioeconomic Inequality","interesting","3"
1339,"Socioeconomic Inequality","learn-more","5"
1339,"Socioeconomic Inequality","understandable","5"
1339,"Self-control","controversial","4"
1339,"Self-control","familiar","2"
1339,"Self-control","heard-of-last-week","no"
1339,"Self-control","how-often-talk-colleagues","2"
1339,"Self-control","how-often-talk-family","2"
1339,"Self-control","important","3"
1339,"Self-control","interesting","2"
1339,"Self-control","learn-more","3"
1339,"Self-control","understandable","3"
1339,"Cognitive Skills","controversial","1"
1339,"Cognitive Skills","familiar","4"
1339,"Cognitive Skills","heard-of-last-week","no"
1339,"Cognitive Skills","how-often-talk-colleagues","2"
1339,"Cognitive Skills","how-often-talk-family","1"
1339,"Cognitive Skills","important","5"
1339,"Cognitive Skills","interesting","4"
1339,"Cognitive Skills","learn-more","4"
1339,"Cognitive Skills","understandable","4"
1340,"Addiction","controversial","2"
1340,"Addiction","familiar","5"
1340,"Addiction","heard-of-last-week","no"
1340,"Addiction","how-often-talk-colleagues","1"
1340,"Addiction","how-often-talk-family","2"
1340,"Addiction","important","6"
1340,"Addiction","interesting","1"
1340,"Addiction","learn-more","1"
1340,"Addiction","understandable","6"
1340,"Covid","controversial","2"
1340,"Covid","familiar","6"
1340,"Covid","heard-of-last-week","yes"
1340,"Covid","how-often-talk-colleagues","2"
1340,"Covid","how-often-talk-family","3"
1340,"Covid","important","6"
